,is_label_issue,label_quality,given_label,predicted_label,newidx
0,False,0.6314863562583923,1,1,2473
1,False,0.8856251835823059,1,1,5873
2,True,0.2228647768497467,1,0,9725
3,False,0.7674896121025085,1,1,9466
4,False,0.9801911115646362,0,0,17207
5,False,0.9100404381752014,1,1,8610
6,False,0.4752843976020813,0,1,18113
7,True,0.20083822309970856,0,1,22389
8,True,0.0442204512655735,1,0,8507
9,False,0.664391815662384,0,0,23549
10,True,0.21997804939746857,0,1,14127
11,True,0.4751870334148407,1,0,6924
12,False,0.8661857843399048,0,0,21558
13,True,0.13341866433620453,1,0,3206
14,True,0.22572380304336548,1,0,7332
15,False,0.8989300727844238,1,1,186
16,False,0.9774781465530396,1,1,10503
17,True,0.39930033683776855,0,1,11305
18,False,0.6452043652534485,0,0,18438
19,False,0.9337825179100037,1,1,3906
20,True,0.27776622772216797,0,1,21282
21,True,0.1578284502029419,1,0,5271
22,False,0.7799588441848755,1,1,5318
23,True,0.28815093636512756,0,1,12831
24,True,0.2088502198457718,0,1,26246
25,False,0.8561321496963501,1,1,9747
26,False,0.8056941032409668,1,1,7112
27,False,0.5296406149864197,0,0,22156
28,False,0.9398332834243774,0,0,16250
29,False,0.6604433655738831,0,0,15991
30,True,0.2120693176984787,1,0,4824
31,True,0.19138869643211365,0,1,15021
32,False,0.8390401601791382,0,0,20800
33,False,0.8695864081382751,1,1,9373
34,True,0.4656667709350586,1,0,7058
35,False,0.9787853956222534,1,1,6212
36,True,0.2117978036403656,0,1,23157
37,True,0.047098416835069656,0,1,14485
38,False,0.48643723130226135,0,1,25556
39,False,0.7915407419204712,1,1,5997
40,False,0.4880257248878479,0,1,20858
41,True,0.2592640817165375,0,1,20357
42,False,0.7654166221618652,1,1,10131
43,False,0.7743761539459229,1,1,3848
44,False,0.6652557849884033,0,0,12702
45,False,0.9099332094192505,0,0,20393
46,False,0.7220531702041626,1,1,3017
47,False,0.9017593264579773,1,1,7566
48,False,0.8009045720100403,1,1,10425
49,False,0.5165637731552124,1,1,4712
50,False,0.5126732587814331,0,0,20307
51,True,0.11544651538133621,0,1,25610
52,False,0.45906969904899597,0,1,16802
53,False,0.5728393793106079,1,1,8284
54,True,0.26297375559806824,0,1,14868
55,False,0.6589176654815674,0,0,14025
56,True,0.08853133767843246,0,1,23873
57,True,0.46871575713157654,1,0,10948
58,False,0.7952612638473511,0,0,16024
59,False,0.7453235387802124,1,1,9294
60,False,0.5991016626358032,1,1,9580
61,False,0.6685745120048523,1,1,3260
62,False,0.6866754293441772,1,1,772
63,False,0.8853155970573425,1,1,27
64,False,0.6952512860298157,1,1,5965
65,True,0.2506675720214844,0,1,21268
66,True,0.06862437725067139,0,1,23418
67,True,0.37801507115364075,0,1,11526
68,False,0.9874857068061829,0,0,15001
69,True,0.16583546996116638,0,1,26101
70,False,0.7382852435112,1,1,8845
71,False,0.8928459286689758,1,1,7300
72,False,0.421144038438797,0,1,20900
73,False,0.8954595923423767,0,0,15127
74,True,0.44648146629333496,1,0,9049
75,False,0.7848939299583435,1,1,7308
76,False,0.9220175743103027,0,0,15507
77,False,0.535173773765564,0,0,18821
78,False,0.5967327952384949,0,0,23495
79,False,0.6836249232292175,1,1,9470
80,False,0.9416959881782532,1,1,7919
81,True,0.33318328857421875,0,1,22276
82,True,0.32673415541648865,0,1,18042
83,True,0.45394688844680786,1,0,1729
84,True,0.23723870515823364,0,1,26520
85,False,0.9632980823516846,0,0,17752
86,True,0.29377564787864685,0,1,20594
87,True,0.1467237025499344,0,1,14301
88,False,0.9671893119812012,0,0,14967
89,True,0.4508720636367798,1,0,5398
90,True,0.023446204140782356,0,1,19358
91,False,0.5179063081741333,1,1,4915
92,True,0.46534672379493713,1,0,5773
93,False,0.8259404301643372,0,0,16039
94,False,0.6467851996421814,1,1,6225
95,False,0.7223476767539978,0,0,12832
96,False,0.8534598350524902,1,1,1000
97,True,0.1167527288198471,0,1,18367
98,False,0.9287941455841064,0,0,22235
99,True,0.29650720953941345,0,1,12909
100,True,0.19186875224113464,0,1,22603
101,True,0.1744966059923172,1,0,237
102,False,0.7794445157051086,0,0,25462
103,False,0.7130258679389954,1,1,7114
104,True,0.2810971438884735,0,1,23001
105,False,0.41157087683677673,0,1,23981
106,False,0.9424569010734558,1,1,2741
107,True,0.39498504996299744,0,1,11162
108,False,0.6034646034240723,0,0,12834
109,True,0.31935957074165344,0,1,26106
110,False,0.8035048246383667,0,0,13840
111,False,0.4464527666568756,0,1,22815
112,False,0.8033475279808044,1,1,384
113,False,0.8024502396583557,0,0,16818
114,False,0.9177547693252563,0,0,14701
115,False,0.6502977609634399,0,0,21740
116,False,0.5745480060577393,1,1,7603
117,False,0.7574650049209595,0,0,13484
118,False,0.7624793648719788,1,1,8154
119,False,0.5871520042419434,0,0,11410
120,False,0.9796039462089539,1,1,7341
121,False,0.8415942788124084,0,0,14388
122,True,0.16878634691238403,0,1,12016
123,True,0.3338036835193634,0,1,23457
124,True,0.29647839069366455,1,0,10512
125,True,0.2722940444946289,1,0,10003
126,True,0.28580281138420105,0,1,11090
127,False,0.9993374943733215,0,0,15566
128,True,0.22758381068706512,0,1,24805
129,False,0.6036471128463745,1,1,1646
130,False,0.47550034523010254,0,1,26219
131,False,0.6494684815406799,1,1,4648
132,False,0.949503481388092,1,1,6793
133,True,0.23776482045650482,0,1,19501
134,True,0.16335874795913696,0,1,11476
135,False,0.9562479853630066,0,0,11358
136,False,0.9077522158622742,1,1,5530
137,False,0.588104248046875,0,0,25303
138,False,0.7901946902275085,1,1,10360
139,False,0.8949989080429077,1,1,9988
140,False,0.8828979730606079,0,0,16123
141,True,0.39746588468551636,0,1,15337
142,True,0.4169326424598694,1,0,2551
143,False,0.6979605555534363,0,0,25635
144,False,0.4604417085647583,0,1,21747
145,True,0.09162440150976181,0,1,11405
146,True,0.45387890934944153,1,0,1378
147,True,0.3433791697025299,0,1,26540
148,True,0.1873115748167038,1,0,6142
149,False,0.998170018196106,0,0,15583
150,False,0.9245129227638245,1,1,8122
151,False,0.528426468372345,0,0,23056
152,True,0.09047113358974457,1,0,2784
153,False,0.5796149373054504,0,0,12017
154,False,0.8582280874252319,1,1,10552
155,True,0.3656146824359894,1,0,3362
156,True,0.15790753066539764,0,1,24609
157,True,0.03783917427062988,0,1,14319
158,True,0.1580866575241089,0,1,13435
159,False,0.8075091242790222,1,1,2513
160,False,0.8621174693107605,1,1,8144
161,True,0.21751703321933746,1,0,4882
162,True,0.36458659172058105,1,0,9924
163,False,0.7164096832275391,0,0,13829
164,True,0.29442843794822693,1,0,5364
165,False,0.9645311236381531,1,1,2722
166,True,0.1714378446340561,0,1,24889
167,True,0.07270742207765579,0,1,21753
168,False,0.5073301196098328,0,0,18512
169,False,0.6084959506988525,1,1,7955
170,False,0.6640675067901611,0,0,21221
171,False,0.6859077215194702,1,1,2027
172,False,0.5452412962913513,1,1,10154
173,True,0.1959656924009323,0,1,26739
174,False,0.5363366007804871,0,0,12753
175,False,0.7905616164207458,1,1,9475
176,True,0.4103536307811737,1,0,4482
177,False,0.9051778316497803,1,1,5074
178,True,0.1189698651432991,0,1,25675
179,True,0.2958036959171295,0,1,13433
180,False,0.5285293459892273,1,1,10671
181,False,0.6785104870796204,1,1,9076
182,False,0.6459437608718872,1,1,8593
183,True,0.2987220883369446,0,1,11818
184,True,0.4666309654712677,1,0,6894
185,False,0.7991830110549927,0,0,15746
186,False,0.42302244901657104,0,1,17466
187,True,0.3601028025150299,0,1,26127
188,False,0.8276055455207825,0,0,17215
189,False,0.8456684947013855,1,1,8499
190,False,0.627968430519104,0,0,12141
191,False,0.6018368005752563,0,0,25979
192,True,0.31787580251693726,0,1,16703
193,False,0.9599244594573975,1,1,10321
194,True,0.20488178730010986,0,1,18328
195,False,0.41179853677749634,0,1,13216
196,True,0.4633541405200958,1,0,10728
197,False,0.9274535775184631,1,1,10380
198,True,0.20457905530929565,0,1,14430
199,False,0.8064908385276794,1,1,9862
200,False,0.8132157325744629,1,1,4775
201,False,0.7651469707489014,1,1,3154
202,False,0.711820662021637,0,0,25839
203,False,0.5487708449363708,0,0,18227
204,False,0.8991869688034058,1,1,2641
205,False,0.9734389185905457,0,0,25938
206,True,0.20047123730182648,0,1,25374
207,True,0.40198200941085815,0,1,23068
208,True,0.09157488495111465,0,1,24024
209,True,0.3950270414352417,0,1,23565
210,False,0.44146865606307983,0,1,16686
211,False,0.7999905943870544,1,1,5733
212,False,0.898770809173584,1,1,2316
213,False,0.6848194599151611,0,0,26750
214,False,0.9460863471031189,0,0,15753
215,False,0.906481146812439,1,1,6340
216,False,0.6356819868087769,1,1,8782
217,False,0.7272933125495911,0,0,20846
218,False,0.5976439714431763,1,1,9659
219,False,0.5018733143806458,0,1,11081
220,False,0.6705647110939026,0,0,14905
221,True,0.27120375633239746,1,0,3222
222,True,0.332762748003006,1,0,661
223,False,0.6879101395606995,0,0,21672
224,False,0.568803071975708,1,1,5004
225,True,0.08693722635507584,0,1,14008
226,True,0.37288182973861694,0,1,14505
227,True,0.060529567301273346,0,1,20720
228,True,0.4031998813152313,0,1,18456
229,False,0.8989288210868835,1,1,6196
230,True,0.13377900421619415,1,0,7998
231,True,0.12678056955337524,1,0,6132
232,False,0.7233537435531616,0,0,15367
233,True,0.13763278722763062,0,1,25652
234,True,0.3329834043979645,0,1,17821
235,False,0.7330674529075623,1,1,8877
236,False,0.9619758129119873,0,0,16778
237,True,0.16861215233802795,0,1,20310
238,False,0.9730035662651062,0,0,16224
239,True,0.47305142879486084,1,0,3325
240,True,0.3986775577068329,0,1,13815
241,False,0.6153272390365601,1,1,8790
242,False,0.42287275195121765,0,1,15482
243,True,0.3476324677467346,0,1,23080
244,True,0.4967229664325714,1,0,4277
245,False,0.9971882700920105,0,0,14706
246,False,0.70905601978302,0,0,21981
247,False,0.8927856683731079,1,1,6749
248,False,0.8118074536323547,0,0,23736
249,False,0.8838651180267334,1,1,2562
250,False,0.8504242897033691,1,1,8949
251,False,0.5570743083953857,0,0,20615
252,False,0.6553544998168945,1,1,4374
253,False,0.5379853844642639,0,0,12111
254,False,0.6005334258079529,0,0,11386
255,False,0.6358625292778015,0,0,15842
256,True,0.1164679229259491,0,1,20576
257,False,0.7108901143074036,1,1,1159
